X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26
69,77,87,99,108,129,139,150,159,165,84,76,73,73,78,78,74,75,79,88,,67,74.768115942,84.4782608696,96.1304347826,104.8695652174,125.2608695652,134.9710144928,145.652173913,154.3913043478,160.2173913043,84,76,73,73,78,78,74,75,79,88
69,77,87,99,109,129,138,149,159,165,84,77,73,74,79,79,75,75,80,88,,67,74.768115942,84.4782608696,96.1304347826,105.8405797101,125.2608695652,134,144.6811594203,154.3913043478,160.2173913043,84,77,73,74,79,79,75,75,80,88
70,77,88,99,108,128,138,149,159,165,85,77,73,74,79,79,75,75,80,89,,67,73.7,84.2285714286,94.7571428571,103.3714285714,122.5142857143,132.0857142857,142.6142857143,152.1857142857,157.9285714286,84,76.0941176471,72.1411764706,73.1294117647,78.0705882353,78.0705882353,74.1176470588,74.1176470588,79.0588235294,87.9529411765
69,77,88,99,109,128,138,149,159,165,84,77,73,74,79,79,75,76,80,89,,67,74.768115942,85.4492753623,96.1304347826,105.8405797101,124.2898550725,134,144.6811594203,154.3913043478,160.2173913043,84,77,73,74,79,79,75,76,80,89
69,77,87,98,108,129,139,149,159,164,81,74,71,73,78,78,74,74,78,87,,67,74.768115942,84.4782608696,95.1594202899,104.8695652174,125.2608695652,134.9710144928,144.6811594203,154.3913043478,159.2463768116,84,76.7407407407,73.6296296296,75.7037037037,80.8888888889,80.8888888889,76.7407407407,76.7407407407,80.8888888889,90.2222222222
69,76,87,98,108,129,138,149,159,165,82,75,72,73,78,78,74,74,78,87,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,125.2608695652,134,144.6811594203,154.3913043478,160.2173913043,84,76.8292682927,73.756097561,74.7804878049,79.9024390244,79.9024390244,75.8048780488,75.8048780488,79.9024390244,89.1219512195
69,77,87,99,108,129,139,149,159,165,81,74,72,73,77,78,73,73,77,84,,67,74.768115942,84.4782608696,96.1304347826,104.8695652174,125.2608695652,134.9710144928,144.6811594203,154.3913043478,160.2173913043,84,76.7407407407,74.6666666667,75.7037037037,79.8518518519,80.8888888889,75.7037037037,75.7037037037,79.8518518519,87.1111111111
69,76,87,98,108,129,139,150,159,166,81,73,71,72,77,78,74,73,77,86,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,125.2608695652,134.9710144928,145.652173913,154.3913043478,161.1884057971,84,75.7037037037,73.6296296296,74.6666666667,79.8518518519,80.8888888889,76.7407407407,75.7037037037,79.8518518519,89.1851851852
69,77,87,98,107,129,138,149,159,166,80,73,71,72,77,78,73,72,76,84,,67,74.768115942,84.4782608696,95.1594202899,103.8985507246,125.2608695652,134,144.6811594203,154.3913043478,161.1884057971,84,76.65,74.55,75.6,80.85,81.9,76.65,75.6,79.8,88.2
68,76,87,98,107,129,138,149,158,165,79,72,71,72,77,78,73,73,76,84,,67,74.8823529412,85.7205882353,96.5588235294,105.4264705882,127.1029411765,135.9705882353,146.8088235294,155.6764705882,162.5735294118,84,76.5569620253,75.4936708861,76.5569620253,81.8734177215,82.9367088608,77.6202531646,77.6202531646,80.8101265823,89.3164556962
69,77,87,98,107,130,139,149,158,164,79,72,71,72,77,77,73,73,76,84,,67,74.768115942,84.4782608696,95.1594202899,103.8985507246,126.231884058,134.9710144928,144.6811594203,153.4202898551,159.2463768116,84,76.5569620253,75.4936708861,76.5569620253,81.8734177215,81.8734177215,77.6202531646,77.6202531646,80.8101265823,89.3164556962
69,77,87,98,107,129,139,150,159,165,80,73,70,72,77,77,73,73,76,84,,67,74.768115942,84.4782608696,95.1594202899,103.8985507246,125.2608695652,134.9710144928,145.652173913,154.3913043478,160.2173913043,84,76.65,73.5,75.6,80.85,80.85,76.65,76.65,79.8,88.2
68,76,87,97,106,130,139,150,159,165,79,72,69,71,77,77,73,73,77,85,,67,74.8823529412,85.7205882353,95.5735294118,104.4411764706,128.0882352941,136.9558823529,147.7941176471,156.6617647059,162.5735294118,84,76.5569620253,73.3670886076,75.4936708861,81.8734177215,81.8734177215,77.6202531646,77.6202531646,81.8734177215,90.3797468354
66,73,84,96,107,132,142,152,162,167,80,71,67,68,72,73,69,69,73,82,,67,74.1060606061,85.2727272727,97.4545454545,108.6212121212,134,144.1515151515,154.303030303,164.4545454545,169.5303030303,84,74.55,70.35,71.4,75.6,76.65,72.45,72.45,76.65,86.1
66,74,85,97,108,130,141,151,161,167,81,72,69,71,76,75,71,70,73,82,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,131.9696969697,143.1363636364,153.2878787879,163.4393939394,169.5303030303,84,74.6666666667,71.5555555556,73.6296296296,78.8148148148,77.7777777778,73.6296296296,72.5925925926,75.7037037037,85.037037037
66,74,85,97,108,130,141,152,162,168,81,73,70,72,77,77,72,71,74,83,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,131.9696969697,143.1363636364,154.303030303,164.4545454545,170.5454545455,84,75.7037037037,72.5925925926,74.6666666667,79.8518518519,79.8518518519,74.6666666667,73.6296296296,76.7407407407,86.0740740741
66,74,85,97,108,129,140,151,162,168,82,73,71,73,78,78,73,72,75,83,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,130.9545454545,142.1212121212,153.2878787879,164.4545454545,170.5454545455,84,74.7804878049,72.7317073171,74.7804878049,79.9024390244,79.9024390244,74.7804878049,73.756097561,76.8292682927,85.0243902439
66,74,86,97,108,129,140,151,161,168,82,74,71,73,78,78,74,72,75,84,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,75.8048780488,72.7317073171,74.7804878049,79.9024390244,79.9024390244,75.8048780488,73.756097561,76.8292682927,86.0487804878
67,75,86,98,109,129,140,150,160,167,82,74,72,74,79,78,75,73,75,83,,67,75,86,98,109,129,140,150,160,167,84,75.8048780488,73.756097561,75.8048780488,80.9268292683,79.9024390244,76.8292682927,74.7804878049,76.8292682927,85.0243902439
67,74,86,98,108,130,140,150,161,167,82,74,73,75,79,79,75,73,76,83,,67,74,86,98,108,130,140,150,161,167,84,75.8048780488,74.7804878049,76.8292682927,80.9268292683,80.9268292683,76.8292682927,74.7804878049,77.8536585366,85.0243902439
67,75,87,98,109,129,139,150,160,167,82,74,72,75,79,79,75,73,76,83,,67,75,87,98,109,129,139,150,160,167,84,75.8048780488,73.756097561,76.8292682927,80.9268292683,80.9268292683,76.8292682927,74.7804878049,77.8536585366,85.0243902439
66,74,86,98,109,129,140,150,161,167,82,75,73,75,79,79,75,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,130.9545454545,142.1212121212,152.2727272727,163.4393939394,169.5303030303,84,76.8292682927,74.7804878049,76.8292682927,80.9268292683,80.9268292683,76.8292682927,75.8048780488,77.8536585366,86.0487804878
67,75,86,98,109,129,139,149,159,167,82,75,73,75,80,80,76,74,76,83,,67,75,86,98,109,129,139,149,159,167,84,76.8292682927,74.7804878049,76.8292682927,81.9512195122,81.9512195122,77.8536585366,75.8048780488,77.8536585366,85.0243902439
66,74,86,97,108,128,139,150,160,167,82,74,73,75,80,79,75,74,76,84,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,129.9393939394,141.1060606061,152.2727272727,162.4242424242,169.5303030303,84,75.8048780488,74.7804878049,76.8292682927,81.9512195122,80.9268292683,76.8292682927,75.8048780488,77.8536585366,86.0487804878
67,75,86,98,109,128,139,150,160,166,82,75,73,75,80,79,75,74,76,84,,67,75,86,98,109,128,139,150,160,166,84,76.8292682927,74.7804878049,76.8292682927,81.9512195122,80.9268292683,76.8292682927,75.8048780488,77.8536585366,86.0487804878
66,74,86,98,109,128,138,149,160,167,83,75,73,75,80,79,75,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,129.9393939394,140.0909090909,151.2575757576,162.4242424242,169.5303030303,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,79.9518072289,75.9036144578,74.8915662651,76.9156626506,85.0120481928
66,74,86,98,109,128,139,150,160,167,82,75,73,75,79,79,75,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,129.9393939394,141.1060606061,152.2727272727,162.4242424242,169.5303030303,84,76.8292682927,74.7804878049,76.8292682927,80.9268292683,80.9268292683,76.8292682927,75.8048780488,77.8536585366,86.0487804878
66,74,86,98,109,129,139,150,160,167,83,75,73,75,79,79,75,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,130.9545454545,141.1060606061,152.2727272727,162.4242424242,169.5303030303,84,75.9036144578,73.8795180723,75.9036144578,79.9518072289,79.9518072289,75.9036144578,74.8915662651,76.9156626506,85.0120481928
67,75,87,98,109,128,139,149,160,167,81,74,73,75,79,79,76,74,76,83,,67,75,87,98,109,128,139,149,160,167,84,76.7407407407,75.7037037037,77.7777777778,81.9259259259,81.9259259259,78.8148148148,76.7407407407,78.8148148148,86.0740740741
66,74,86,98,108,128,138,149,159,166,83,75,73,75,79,79,76,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,109.6363636364,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,75.9036144578,73.8795180723,75.9036144578,79.9518072289,79.9518072289,76.9156626506,74.8915662651,76.9156626506,85.0120481928
66,74,86,98,108,128,139,149,160,166,82,75,73,75,80,79,75,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,109.6363636364,129.9393939394,141.1060606061,151.2575757576,162.4242424242,168.5151515152,84,76.8292682927,74.7804878049,76.8292682927,81.9512195122,80.9268292683,76.8292682927,75.8048780488,77.8536585366,86.0487804878
66,74,86,97,108,128,139,149,159,166,82,75,73,75,80,79,75,74,76,83,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,129.9393939394,141.1060606061,151.2575757576,161.4090909091,168.5151515152,84,76.8292682927,74.7804878049,76.8292682927,81.9512195122,80.9268292683,76.8292682927,75.8048780488,77.8536585366,85.0243902439
66,74,86,97,108,129,139,149,160,166,82,74,73,75,79,80,75,74,76,84,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,130.9545454545,141.1060606061,151.2575757576,162.4242424242,168.5151515152,84,75.8048780488,74.7804878049,76.8292682927,80.9268292683,81.9512195122,76.8292682927,75.8048780488,77.8536585366,86.0487804878
66,74,86,97,108,128,138,149,159,166,82,75,73,75,80,79,75,74,76,84,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,76.8292682927,74.7804878049,76.8292682927,81.9512195122,80.9268292683,76.8292682927,75.8048780488,77.8536585366,86.0487804878
66,74,85,97,108,128,139,149,159,166,82,75,73,75,79,80,76,74,76,84,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,129.9393939394,141.1060606061,151.2575757576,161.4090909091,168.5151515152,84,76.8292682927,74.7804878049,76.8292682927,80.9268292683,81.9512195122,77.8536585366,75.8048780488,77.8536585366,86.0487804878
66,74,86,98,109,128,138,149,159,166,83,75,73,75,80,80,76,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,80.9638554217,76.9156626506,74.8915662651,76.9156626506,85.0120481928
66,74,85,97,108,128,138,149,159,166,82,75,73,75,79,79,75,74,76,83,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,76.8292682927,74.7804878049,76.8292682927,80.9268292683,80.9268292683,76.8292682927,75.8048780488,77.8536585366,85.0243902439
66,74,85,97,108,128,138,149,159,166,83,75,73,75,79,79,75,74,77,84,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,75.9036144578,73.8795180723,75.9036144578,79.9518072289,79.9518072289,75.9036144578,74.8915662651,77.9277108434,85.0120481928
65,73,84,96,107,130,140,151,161,167,81,73,70,71,75,75,71,70,73,82,,67,75.2461538462,86.5846153846,98.9538461538,110.2923076923,134,144.3076923077,155.6461538462,165.9538461538,172.1384615385,84,75.7037037037,72.5925925926,73.6296296296,77.7777777778,77.7777777778,73.6296296296,72.5925925926,75.7037037037,85.037037037
68,76,86,97,106,131,141,151,160,165,80,72,68,69,74,75,71,72,76,84,,67,74.8823529412,84.7352941176,95.5735294118,104.4411764706,129.0735294118,138.9264705882,148.7794117647,157.6470588235,162.5735294118,84,75.6,71.4,72.45,77.7,78.75,74.55,75.6,79.8,88.2
70,77,87,98,107,130,139,150,159,164,84,76,72,73,77,78,74,74,79,87,,67,73.7,83.2714285714,93.8,102.4142857143,124.4285714286,133.0428571429,143.5714285714,152.1857142857,156.9714285714,84,76,72,73,77,78,74,74,79,87
70,77,87,98,107,130,139,150,160,165,82,74,71,72,77,77,73,73,77,86,,67,73.7,83.2714285714,93.8,102.4142857143,124.4285714286,133.0428571429,143.5714285714,153.1428571429,157.9285714286,84,75.8048780488,72.7317073171,73.756097561,78.8780487805,78.8780487805,74.7804878049,74.7804878049,78.8780487805,88.0975609756
70,77,87,98,107,130,140,150,160,166,80,73,70,71,76,77,72,71,74,82,,67,73.7,83.2714285714,93.8,102.4142857143,124.4285714286,134,143.5714285714,153.1428571429,158.8857142857,84,76.65,73.5,74.55,79.8,80.85,75.6,74.55,77.7,86.1
70,77,87,98,108,130,140,151,160,166,81,74,71,72,77,77,72,72,75,84,,67,73.7,83.2714285714,93.8,103.3714285714,124.4285714286,134,144.5285714286,153.1428571429,158.8857142857,84,76.7407407407,73.6296296296,74.6666666667,79.8518518519,79.8518518519,74.6666666667,74.6666666667,77.7777777778,87.1111111111
70,77,88,99,109,129,139,150,159,165,82,74,71,72,77,78,73,72,76,84,,67,73.7,84.2285714286,94.7571428571,104.3285714286,123.4714285714,133.0428571429,143.5714285714,152.1857142857,157.9285714286,84,75.8048780488,72.7317073171,73.756097561,78.8780487805,79.9024390244,74.7804878049,73.756097561,77.8536585366,86.0487804878
71,78,88,99,109,129,138,149,159,164,83,75,72,72,78,78,73,72,76,85,,67,73.6056338028,83.0422535211,93.4225352113,102.8591549296,121.7323943662,130.2253521127,140.6056338028,150.0422535211,154.7605633803,84,75.9036144578,72.8674698795,72.8674698795,78.9397590361,78.9397590361,73.8795180723,72.8674698795,76.9156626506,86.0240963855
69,76,87,99,108,129,139,150,160,166,81,73,71,72,77,77,72,71,74,82,,67,73.7971014493,84.4782608696,96.1304347826,104.8695652174,125.2608695652,134.9710144928,145.652173913,155.3623188406,161.1884057971,84,75.7037037037,73.6296296296,74.6666666667,79.8518518519,79.8518518519,74.6666666667,73.6296296296,76.7407407407,85.037037037
69,76,87,98,108,130,139,150,159,166,81,73,70,71,76,77,72,71,75,83,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,126.231884058,134.9710144928,145.652173913,154.3913043478,161.1884057971,84,75.7037037037,72.5925925926,73.6296296296,78.8148148148,79.8518518519,74.6666666667,73.6296296296,77.7777777778,86.0740740741
68,76,86,97,107,130,139,149,159,166,81,74,71,72,77,77,73,72,74,81,,67,74.8823529412,84.7352941176,95.5735294118,105.4264705882,128.0882352941,136.9558823529,146.8088235294,156.6617647059,163.5588235294,84,76.7407407407,73.6296296296,74.6666666667,79.8518518519,79.8518518519,75.7037037037,74.6666666667,76.7407407407,84
68,76,86,97,107,131,140,151,160,166,81,73,69,70,75,76,71,71,74,82,,67,74.8823529412,84.7352941176,95.5735294118,105.4264705882,129.0735294118,137.9411764706,148.7794117647,157.6470588235,163.5588235294,84,75.7037037037,71.5555555556,72.5925925926,77.7777777778,78.8148148148,73.6296296296,73.6296296296,76.7407407407,85.037037037
69,76,87,98,108,130,139,150,160,166,82,74,71,71,76,77,72,71,74,83,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,126.231884058,134.9710144928,145.652173913,155.3623188406,161.1884057971,84,75.8048780488,72.7317073171,72.7317073171,77.8536585366,78.8780487805,73.756097561,72.7317073171,75.8048780488,85.0243902439
71,78,88,99,108,129,138,148,157,164,79,73,71,72,78,78,73,72,74,81,,67,73.6056338028,83.0422535211,93.4225352113,101.9154929577,121.7323943662,130.2253521127,139.661971831,148.1549295775,154.7605633803,84,77.6202531646,75.4936708861,76.5569620253,82.9367088608,82.9367088608,77.6202531646,76.5569620253,78.6835443038,86.1265822785
70,77,87,97,106,131,140,150,159,165,78,71,68,70,76,76,71,70,74,81,,67,73.7,83.2714285714,92.8428571429,101.4571428571,125.3857142857,134,143.5714285714,152.1857142857,157.9285714286,84,76.4615384615,73.2307692308,75.3846153846,81.8461538462,81.8461538462,76.4615384615,75.3846153846,79.6923076923,87.2307692308
70,77,87,97,106,131,140,149,158,164,77,71,68,70,75,76,70,69,72,79,,67,73.7,83.2714285714,92.8428571429,101.4571428571,125.3857142857,134,142.6142857143,151.2285714286,156.9714285714,84,77.4545454545,74.1818181818,76.3636363636,81.8181818182,82.9090909091,76.3636363636,75.2727272727,78.5454545455,86.1818181818
71,78,88,98,107,130,138,148,157,163,80,74,71,72,77,77,72,71,74,81,,67,73.6056338028,83.0422535211,92.4788732394,100.9718309859,122.676056338,130.2253521127,139.661971831,148.1549295775,153.8169014085,84,77.7,74.55,75.6,80.85,80.85,75.6,74.55,77.7,85.05
69,76,86,97,106,130,139,149,158,165,77,70,68,70,76,76,71,69,71,78,,67,73.7971014493,83.5072463768,94.1884057971,102.9275362319,126.231884058,134.9710144928,144.6811594203,153.4202898551,160.2173913043,84,76.3636363636,74.1818181818,76.3636363636,82.9090909091,82.9090909091,77.4545454545,75.2727272727,77.4545454545,85.0909090909
69,76,86,97,106,131,140,150,160,166,79,72,69,70,75,75,70,69,73,80,,67,73.7971014493,83.5072463768,94.1884057971,102.9275362319,127.2028985507,135.9420289855,145.652173913,155.3623188406,161.1884057971,84,76.5569620253,73.3670886076,74.4303797468,79.746835443,79.746835443,74.4303797468,73.3670886076,77.6202531646,85.0632911392
69,76,86,97,107,131,140,151,160,166,80,72,69,70,75,75,71,70,74,82,,67,73.7971014493,83.5072463768,94.1884057971,103.8985507246,127.2028985507,135.9420289855,146.6231884058,155.3623188406,161.1884057971,84,75.6,72.45,73.5,78.75,78.75,74.55,73.5,77.7,86.1
68,75,86,97,107,131,140,151,160,166,79,71,69,70,75,75,70,69,72,80,,67,73.8970588235,84.7352941176,95.5735294118,105.4264705882,129.0735294118,137.9411764706,148.7794117647,157.6470588235,163.5588235294,84,75.4936708861,73.3670886076,74.4303797468,79.746835443,79.746835443,74.4303797468,73.3670886076,76.5569620253,85.0632911392
67,75,85,96,106,132,141,152,161,167,78,70,67,69,74,75,70,70,73,80,,67,75,85,96,106,132,141,152,161,167,84,75.3846153846,72.1538461538,74.3076923077,79.6923076923,80.7692307692,75.3846153846,75.3846153846,78.6153846154,86.1538461538
69,76,86,97,106,130,139,150,159,165,79,72,69,70,75,76,71,71,74,81,,67,73.7971014493,83.5072463768,94.1884057971,102.9275362319,126.231884058,134.9710144928,145.652173913,154.3913043478,160.2173913043,84,76.5569620253,73.3670886076,74.4303797468,79.746835443,80.8101265823,75.4936708861,75.4936708861,78.6835443038,86.1265822785
69,76,86,96,106,131,140,151,160,166,80,72,69,70,75,75,70,70,73,81,,67,73.7971014493,83.5072463768,93.2173913043,102.9275362319,127.2028985507,135.9420289855,146.6231884058,155.3623188406,161.1884057971,84,75.6,72.45,73.5,78.75,78.75,73.5,73.5,76.65,85.05
67,74,85,96,106,132,141,152,161,167,79,71,67,69,74,74,70,69,72,80,,67,74,85,96,106,132,141,152,161,167,84,75.4936708861,71.2405063291,73.3670886076,78.6835443038,78.6835443038,74.4303797468,73.3670886076,76.5569620253,85.0632911392
67,74,84,96,106,132,142,152,161,167,79,71,67,68,73,73,69,68,72,81,,67,74,84,96,106,132,142,152,161,167,84,75.4936708861,71.2405063291,72.3037974684,77.6202531646,77.6202531646,73.3670886076,72.3037974684,76.5569620253,86.1265822785
66,73,84,96,107,132,142,153,163,168,79,69,65,66,70,70,66,66,70,79,,67,74.1060606061,85.2727272727,97.4545454545,108.6212121212,134,144.1515151515,155.3181818182,165.4696969697,170.5454545455,84,73.3670886076,69.1139240506,70.1772151899,74.4303797468,74.4303797468,70.1772151899,70.1772151899,74.4303797468,84
66,73,84,96,107,130,141,152,162,168,80,71,67,68,72,71,67,67,71,80,,67,74.1060606061,85.2727272727,97.4545454545,108.6212121212,131.9696969697,143.1363636364,154.303030303,164.4545454545,170.5454545455,84,74.55,70.35,71.4,75.6,74.55,70.35,70.35,74.55,84
66,74,85,97,108,130,140,151,162,168,81,72,69,70,74,74,69,68,72,81,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,131.9696969697,142.1212121212,153.2878787879,164.4545454545,170.5454545455,84,74.6666666667,71.5555555556,72.5925925926,76.7407407407,76.7407407407,71.5555555556,70.5185185185,74.6666666667,84
67,74,85,97,108,130,140,151,161,168,81,72,69,71,75,75,70,69,72,81,,67,74,85,97,108,130,140,151,161,168,84,74.6666666667,71.5555555556,73.6296296296,77.7777777778,77.7777777778,72.5925925926,71.5555555556,74.6666666667,84
67,75,86,98,109,129,140,151,161,168,81,73,70,72,77,76,71,70,73,82,,67,75,86,98,109,129,140,151,161,168,84,75.7037037037,72.5925925926,74.6666666667,79.8518518519,78.8148148148,73.6296296296,72.5925925926,75.7037037037,85.037037037
67,74,86,98,109,129,140,151,161,168,81,73,70,72,77,76,72,70,73,81,,67,74,86,98,109,129,140,151,161,168,84,75.7037037037,72.5925925926,74.6666666667,79.8518518519,78.8148148148,74.6666666667,72.5925925926,75.7037037037,84
66,74,86,98,108,129,140,151,161,168,81,73,70,72,77,76,72,71,73,82,,67,75.1212121212,87.303030303,99.4848484848,109.6363636364,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,75.7037037037,72.5925925926,74.6666666667,79.8518518519,78.8148148148,74.6666666667,73.6296296296,75.7037037037,85.037037037
66,74,85,97,109,130,141,151,162,168,81,73,70,72,77,76,72,70,73,82,,67,75.1212121212,86.2878787879,98.4696969697,110.6515151515,131.9696969697,143.1363636364,153.2878787879,164.4545454545,170.5454545455,84,75.7037037037,72.5925925926,74.6666666667,79.8518518519,78.8148148148,74.6666666667,72.5925925926,75.7037037037,85.037037037
66,74,86,98,109,129,140,151,161,168,81,73,71,73,77,77,72,71,73,81,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,75.7037037037,73.6296296296,75.7037037037,79.8518518519,79.8518518519,74.6666666667,73.6296296296,75.7037037037,84
66,74,86,98,109,129,140,151,161,168,81,73,71,73,77,76,72,71,73,82,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,75.7037037037,73.6296296296,75.7037037037,79.8518518519,78.8148148148,74.6666666667,73.6296296296,75.7037037037,85.037037037
66,74,86,98,109,129,140,151,161,168,81,73,71,73,78,77,73,71,74,81,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,75.7037037037,73.6296296296,75.7037037037,80.8888888889,79.8518518519,75.7037037037,73.6296296296,76.7407407407,84
67,75,86,98,109,129,140,151,161,168,81,73,71,73,78,77,72,71,73,81,,67,75,86,98,109,129,140,151,161,168,84,75.7037037037,73.6296296296,75.7037037037,80.8888888889,79.8518518519,74.6666666667,73.6296296296,75.7037037037,84
67,75,86,98,109,129,140,151,162,168,81,73,71,73,77,77,73,71,74,82,,67,75,86,98,109,129,140,151,162,168,84,75.7037037037,73.6296296296,75.7037037037,79.8518518519,79.8518518519,75.7037037037,73.6296296296,76.7407407407,85.037037037
67,75,86,98,109,130,140,151,162,168,81,73,71,73,78,76,72,71,74,82,,67,75,86,98,109,130,140,151,162,168,84,75.7037037037,73.6296296296,75.7037037037,80.8888888889,78.8148148148,74.6666666667,73.6296296296,76.7407407407,85.037037037
67,75,87,98,109,130,140,151,161,168,81,73,71,73,77,77,73,71,74,82,,67,75,87,98,109,130,140,151,161,168,84,75.7037037037,73.6296296296,75.7037037037,79.8518518519,79.8518518519,75.7037037037,73.6296296296,76.7407407407,85.037037037
67,75,86,99,110,129,139,151,161,168,82,73,71,73,77,77,72,71,74,82,,67,75,86,99,110,129,139,151,161,168,84,74.7804878049,72.7317073171,74.7804878049,78.8780487805,78.8780487805,73.756097561,72.7317073171,75.8048780488,84
67,75,87,98,109,130,140,151,161,168,81,73,71,73,77,77,73,71,73,81,,67,75,87,98,109,130,140,151,161,168,84,75.7037037037,73.6296296296,75.7037037037,79.8518518519,79.8518518519,75.7037037037,73.6296296296,75.7037037037,84
66,74,86,98,110,129,140,151,162,168,82,73,71,73,77,77,72,71,73,82,,67,75.1212121212,87.303030303,99.4848484848,111.6666666667,130.9545454545,142.1212121212,153.2878787879,164.4545454545,170.5454545455,84,74.7804878049,72.7317073171,74.7804878049,78.8780487805,78.8780487805,73.756097561,72.7317073171,74.7804878049,84
67,75,86,98,109,130,140,151,162,168,81,73,71,73,77,77,72,71,74,82,,67,75,86,98,109,130,140,151,162,168,84,75.7037037037,73.6296296296,75.7037037037,79.8518518519,79.8518518519,74.6666666667,73.6296296296,76.7407407407,85.037037037
67,75,86,98,110,130,140,151,162,169,81,73,70,72,77,77,72,71,74,82,,67,75,86,98,110,130,140,151,162,169,84,75.7037037037,72.5925925926,74.6666666667,79.8518518519,79.8518518519,74.6666666667,73.6296296296,76.7407407407,85.037037037
67,75,87,99,110,130,140,151,162,168,81,73,71,73,78,77,72,71,74,82,,67,75,87,99,110,130,140,151,162,168,84,75.7037037037,73.6296296296,75.7037037037,80.8888888889,79.8518518519,74.6666666667,73.6296296296,76.7407407407,85.037037037
67,74,86,97,108,132,143,153,163,169,79,71,67,68,73,72,68,67,71,80,,67,74,86,97,108,132,143,153,163,169,84,75.4936708861,71.2405063291,72.3037974684,77.6202531646,76.5569620253,72.3037974684,71.2405063291,75.4936708861,85.0632911392
67,73,84,95,107,132,142,153,163,168,78,69,64,64,68,67,64,64,69,79,,67,73,84,95,107,132,142,153,163,168,84,74.3076923077,68.9230769231,68.9230769231,73.2307692308,72.1538461538,68.9230769231,68.9230769231,74.3076923077,85.0769230769
71,79,88,98,107,131,140,150,159,165,77,71,69,70,74,75,70,70,73,80,,67,74.5492957746,83.0422535211,92.4788732394,100.9718309859,123.6197183099,132.1126760563,141.5492957746,150.0422535211,155.7042253521,84,77.4545454545,75.2727272727,76.3636363636,80.7272727273,81.8181818182,76.3636363636,76.3636363636,79.6363636364,87.2727272727
71,78,89,100,109,130,139,150,159,166,81,74,71,72,77,77,72,71,75,83,,67,73.6056338028,83.985915493,94.3661971831,102.8591549296,122.676056338,131.1690140845,141.5492957746,150.0422535211,156.6478873239,84,76.7407407407,73.6296296296,74.6666666667,79.8518518519,79.8518518519,74.6666666667,73.6296296296,77.7777777778,86.0740740741
71,79,89,99,109,129,138,149,159,165,80,73,70,71,77,77,72,72,76,85,,67,74.5492957746,83.985915493,93.4225352113,102.8591549296,121.7323943662,130.2253521127,140.6056338028,150.0422535211,155.7042253521,84,76.65,73.5,74.55,80.85,80.85,75.6,75.6,79.8,89.25
71,77,88,99,108,130,139,150,159,165,82,74,70,71,76,77,72,72,77,85,,67,72.661971831,83.0422535211,93.4225352113,101.9154929577,122.676056338,131.1690140845,141.5492957746,150.0422535211,155.7042253521,84,75.8048780488,71.7073170732,72.7317073171,77.8536585366,78.8780487805,73.756097561,73.756097561,78.8780487805,87.0731707317
