MouthSmile_L
0.607234
0.617505
0.619755
0.613397
0.591283
0.574374
0.571228
0.575012
0.56825
0.547799
0.533494
0.50763
0.439457
0.3568752
0.3110739
0.300515129
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300536572
0.3115541
0.3617252
0.467721
0.57226
0.660199
0.706156
0.725164
0.737658
0.752837
0.75813
0.757081
0.758465
0.759299
0.747653
0.733348
0.702204
0.607498
0.3945061
0.3177674
0.300862552
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300384079
0.3084595
0.3462346
0.426399
0.513794
0.587166
0.625302
0.639788
0.641395
0.628899
0.618688
0.620335
0.621743
0.608595
0.573163
0.545689
0.526216
0.491707
0.403808
0.3202094
0.300959874
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300858429
0.3180589
0.3885064
0.471606
0.53273
0.565586
0.618276
0.657958
0.670153
0.664782
0.652616
0.643103
0.636005
0.622592
0.60779
0.590226
0.563581
0.510486
0.412702
0.321434
0.3010298
0.3000008154
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300693211
0.3146771
0.3760258
0.484753
0.562403
0.621791
0.660129
0.667376
0.656296
0.647332
0.630834
0.613042
0.596343
0.596354
0.599432
0.585097
0.53672
0.462637
0.3510243
0.30849371
0.300379923
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300434155
0.3092657
0.344181
0.3942073
0.438368
0.481685
0.529905
0.585126
0.612039
0.620614
0.62301
0.623448
0.628803
0.625669
0.608441
0.575928
0.495874
0.393528
0.318443
0.300876735
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300586148
0.3124526
0.3608009
0.433988
0.502196
0.558996
0.598142
0.628129
0.656736
0.680619
0.691842
0.694876
0.696152
0.700626
0.698054
0.680223
0.642236
0.553815
0.419401
0.3217468
0.30103531
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300480272
0.3103071
0.3514236
0.419861
0.488295
0.549923
0.588392
0.615729
0.63436
0.641847
0.634363
0.628889
0.629743
0.625102
0.606216
0.579787
0.526091
0.440245
0.3286538
0.30240596
0.3000659305
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3006235
0.3132619
0.3670092
0.454328
0.516847
0.55218
0.579878
0.607577
0.633913
0.660247
0.684071
0.697739
0.695274
0.69581
0.682244
0.639169
0.573804
0.499239
0.411414
0.3216061
0.30102275
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.3
0.300628102
0.313374
0.3703931
0.480893
0.557375
0.598913
0.614704
0.626769
0.63901
0.65292
0.663791
0.669544
0.66452
0.658078
0.653546
0.646056
0.640764
