 X3, X4, X5, X6, X7, X8, X9, X49, X50, X51, X52, X53, X58, X59, X60, X61
76,83,93,104,118,134,149,117,124,130,136,143,126,118,114,124
76,84,93,104,118,134,149,117,125,131,136,144,126,118,114,125
76,84,93,105,119,134,149,117,125,131,137,144,126,118,114,125
77,85,94,106,120,135,151,118,125,131,137,145,127,119,115,125
76,84,94,105,119,135,150,117,125,131,137,144,127,119,114,125
77,84,94,105,119,135,150,118,125,131,137,145,127,119,115,126
77,85,94,105,119,135,150,118,125,131,137,145,127,119,115,126
77,84,94,105,119,136,151,118,125,131,137,145,127,119,115,126
76,84,94,105,119,135,150,118,125,131,137,144,127,119,114,126
77,84,94,105,119,135,150,117,124,131,137,144,126,118,114,125
77,85,94,105,119,135,151,118,125,131,137,145,127,119,115,126
77,84,94,105,119,136,151,118,126,132,137,145,127,119,115,126
77,85,94,105,120,136,151,118,125,131,137,145,127,119,115,126
77,85,94,105,120,136,151,118,126,131,137,144,128,119,115,126
77,85,95,106,120,136,151,118,125,131,137,145,127,119,115,125
77,85,94,106,120,136,151,118,126,132,137,145,128,120,115,126
77,85,94,105,120,136,151,118,125,131,137,145,127,119,115,125
78,85,95,106,120,137,152,118,125,131,137,145,127,120,115,126
78,85,95,106,120,137,152,118,126,132,138,145,128,120,116,126
78,85,95,106,121,137,153,118,125,132,137,145,128,119,115,126
78,85,95,106,120,136,152,118,125,131,137,145,127,119,115,126
78,85,95,106,120,136,151,118,126,132,137,145,127,120,115,126
78,86,95,106,120,136,152,118,126,132,137,145,128,120,115,126
77,84,94,105,119,135,151,119,126,132,137,145,128,120,116,127
77,85,94,105,119,135,151,118,126,131,137,145,127,119,115,126
77,85,94,106,120,136,151,118,125,131,137,145,127,119,115,126
78,85,95,106,120,136,151,118,125,131,137,145,127,119,115,126
78,85,95,106,120,136,151,118,125,131,137,145,127,119,115,126
77,85,94,106,120,135,150,118,126,132,138,145,127,119,115,126
77,85,94,105,119,135,151,118,126,132,137,145,128,120,115,126
78,86,95,106,120,136,151,118,126,132,138,145,128,120,116,126
77,85,95,106,120,136,151,118,126,131,137,144,127,119,115,126
77,85,95,106,120,137,152,119,126,132,137,145,128,120,115,127
78,86,95,107,120,136,151,118,126,131,137,145,128,119,115,126
78,86,95,106,120,136,151,118,125,131,137,145,127,119,115,126
77,85,94,106,119,135,150,118,126,131,137,145,128,119,115,126
78,85,95,106,120,136,151,118,126,132,137,145,128,119,115,126
77,85,95,106,120,136,151,118,125,131,137,145,127,119,114,126
78,86,95,106,120,136,151,118,126,131,137,144,128,120,115,126
77,85,95,106,120,136,151,118,125,131,137,145,128,119,115,126
78,86,95,106,120,136,150,118,125,131,137,145,127,119,115,126
78,85,95,107,121,137,152,118,126,132,137,145,128,120,115,126
77,85,94,106,120,136,150,118,125,131,137,145,127,119,115,125
78,86,95,106,120,136,151,118,126,132,137,145,128,119,115,126
78,85,95,106,120,136,150,118,126,132,137,145,128,120,115,126
77,85,94,105,119,135,150,118,126,131,137,145,128,119,115,126
77,85,95,106,120,136,151,118,126,131,137,145,128,120,115,126
77,85,95,106,120,136,150,118,126,132,137,145,128,120,115,126
77,85,95,106,120,136,150,118,126,131,137,145,128,120,115,126
78,85,95,106,120,136,151,119,126,132,137,145,128,120,116,127
77,85,94,106,120,136,151,118,126,131,137,145,128,120,115,126
77,85,95,106,120,136,151,119,126,132,137,145,128,120,115,126
77,85,94,105,120,136,151,119,126,132,137,145,128,120,115,126
77,84,94,105,119,135,150,119,126,132,137,145,128,120,115,127
76,84,93,104,118,134,149,118,126,132,137,145,127,119,114,126
76,84,93,104,119,135,149,118,125,131,137,144,127,119,115,125
76,83,92,103,117,134,149,118,125,131,136,144,126,118,115,125
76,82,91,102,116,132,147,117,125,130,135,143,125,118,114,125
75,82,91,102,117,133,148,117,124,130,136,143,125,117,113,124
75,82,92,102,116,133,148,117,124,130,136,143,125,117,114,124
75,82,91,102,116,132,148,117,125,130,136,143,125,118,114,125
75,82,91,102,116,132,148,117,125,130,135,143,125,117,113,125
75,82,91,101,116,132,148,117,125,130,136,143,125,117,113,125
75,82,91,102,117,133,149,117,124,130,135,143,125,117,113,124
76,83,92,103,118,134,149,118,125,131,136,144,126,118,115,125
75,82,91,102,117,133,148,117,125,130,136,143,125,117,113,125
75,82,91,103,117,134,150,117,125,131,136,144,126,118,114,125
76,82,91,102,117,133,149,117,125,131,136,143,126,118,114,125
75,82,91,102,117,133,148,117,125,131,136,144,126,118,113,125
76,82,91,102,117,133,148,118,125,131,136,144,126,118,114,125
76,83,92,103,117,133,149,117,125,131,136,143,125,118,114,125
76,83,92,103,117,133,148,117,124,130,136,143,125,117,114,124
76,84,93,104,118,134,149,117,125,130,136,143,126,118,114,125
76,83,93,104,118,134,149,117,125,131,136,144,126,118,114,125
77,84,94,105,119,135,150,118,126,131,137,144,127,119,114,126
76,84,93,105,119,135,150,118,126,131,137,145,127,119,114,126
77,84,94,105,119,135,150,118,126,132,137,145,127,119,114,126
78,85,95,106,119,135,150,119,126,132,137,144,128,120,115,126
77,85,94,105,119,135,150,118,126,131,137,144,128,119,115,126
77,84,94,105,119,135,150,118,126,132,137,145,128,119,114,126
77,85,94,105,119,135,151,118,126,132,137,145,128,120,115,126
77,85,94,105,119,135,150,119,126,132,138,145,128,120,115,126
77,84,94,105,119,136,151,118,126,132,137,145,128,120,115,126
77,84,94,105,120,136,151,118,126,132,137,145,128,120,115,126
77,85,94,105,120,136,151,118,126,132,138,145,128,120,115,126
77,85,94,106,120,136,151,119,126,132,138,145,128,120,115,126
77,85,94,105,119,135,150,118,126,132,137,145,128,119,115,126
77,84,94,105,119,136,151,118,125,131,137,144,127,119,115,126
77,85,94,105,120,136,151,118,126,132,137,145,128,119,114,126
77,85,94,105,119,136,150,118,125,131,137,144,127,119,114,126
77,85,95,106,120,136,152,118,126,131,137,145,128,120,115,126
77,85,94,105,119,136,151,118,126,132,137,145,128,119,115,126
77,85,95,106,119,136,151,119,126,132,137,145,128,120,116,127
78,86,95,106,120,136,151,119,126,132,138,146,128,120,115,127
79,86,96,106,120,136,151,119,126,132,138,145,128,120,115,126
78,85,95,106,120,136,151,118,126,132,137,145,128,120,115,126
77,85,94,105,120,136,151,118,126,132,137,145,128,120,115,126
77,85,95,106,120,136,151,118,126,132,138,145,128,119,115,126
77,85,94,106,120,136,151,119,126,132,137,145,128,120,115,126
77,85,95,106,121,137,152,119,126,132,137,145,128,120,115,126
77,85,95,106,121,137,152,119,126,132,137,145,129,121,116,127
77,85,95,106,121,137,152,118,126,132,137,145,128,120,115,126
78,86,96,107,122,137,152,119,126,132,137,145,129,120,116,127
77,85,95,106,121,136,151,118,126,132,137,145,128,120,115,126
77,85,94,106,120,136,151,118,126,131,137,145,128,120,115,126
78,86,95,106,121,137,152,119,127,132,137,145,129,121,116,127
77,85,95,106,120,136,151,118,126,131,137,145,128,120,115,126
77,85,95,106,120,136,151,119,126,132,137,145,128,120,115,126
77,85,95,106,120,136,151,119,126,132,137,145,128,120,115,126
78,85,95,106,121,136,151,118,126,131,137,144,128,120,115,126
77,85,95,107,121,137,152,119,126,132,137,145,128,120,115,127
77,85,95,106,120,137,152,119,126,132,137,145,128,120,115,126
77,85,95,106,120,136,151,119,126,132,137,145,128,120,115,126
77,85,95,106,120,136,151,119,127,132,137,145,128,120,116,127
77,85,95,106,120,136,151,118,126,132,137,145,128,120,115,126
77,85,95,106,121,137,151,119,126,132,137,145,128,120,115,127
78,85,95,106,121,137,152,119,126,132,137,145,129,121,116,127
77,85,95,107,121,137,152,119,127,132,138,145,129,120,116,127
77,85,95,106,121,137,151,119,126,132,138,145,129,121,116,127
77,85,95,106,121,137,151,119,127,132,138,145,129,121,116,127
77,85,95,106,120,136,151,119,127,132,138,145,128,120,115,127
77,85,95,107,121,137,151,119,126,132,137,145,129,120,115,127
77,85,95,106,121,136,151,118,126,132,137,145,128,120,115,126
78,86,95,107,121,137,151,119,126,132,138,145,128,120,116,126
78,85,95,107,121,137,151,119,126,132,137,145,128,120,115,126
78,86,95,107,121,137,152,119,126,132,138,145,128,120,116,126
77,85,95,107,121,137,152,119,127,132,138,145,129,120,116,127
78,86,96,107,122,138,153,119,126,132,138,145,128,120,116,127
78,86,95,107,121,137,152,119,127,132,138,146,129,121,116,127
77,85,95,106,120,136,151,119,127,132,138,146,128,120,116,127
78,86,95,106,120,137,152,119,127,132,138,146,129,121,116,127
78,86,95,106,120,137,152,119,127,132,138,146,129,120,116,127
79,86,95,106,120,136,152,119,127,132,138,146,129,121,116,127
78,85,95,106,120,136,151,119,127,132,138,145,128,120,116,127
78,85,95,106,120,136,151,119,126,132,138,145,128,121,116,127
78,86,95,107,121,137,152,119,127,133,138,146,129,121,117,127
78,86,95,106,121,137,152,119,126,132,138,146,128,120,116,127
78,85,95,106,120,136,152,119,126,132,138,146,128,120,116,127
78,86,95,106,120,137,152,119,127,132,138,146,129,121,116,127
78,85,95,106,120,136,151,119,127,133,138,146,129,121,116,127
77,84,93,104,118,134,150,118,126,132,138,145,127,119,116,126
76,84,93,103,117,133,149,118,125,131,137,145,126,119,115,126
76,84,93,104,118,134,150,118,127,132,137,145,127,119,115,127
76,83,93,104,118,134,149,118,125,131,137,145,126,118,115,126
77,84,93,104,118,133,148,118,126,132,137,145,127,119,115,126
77,84,92,103,117,133,149,119,126,132,137,145,127,119,116,126
77,84,93,103,117,134,149,118,126,131,137,144,126,118,115,126
76,83,92,103,117,133,148,117,125,131,137,144,126,118,114,125
77,84,93,104,118,134,149,118,125,131,137,145,126,118,114,126
77,83,92,103,117,134,149,117,125,131,137,144,126,118,114,125
77,84,93,103,118,134,149,118,125,131,137,144,126,118,114,125
77,84,93,103,118,134,149,118,125,131,137,145,126,118,114,126
77,84,93,103,118,134,149,118,125,131,137,144,126,118,114,125
287,296,308,324,342,361,379,344,356,363,371,382,355,343,336,355
297,303,315,329,346,364,382,350,362,370,379,390,359,347,342,324
314,323,337,354,372,391,409,370,385,396,406,419,383,368,360,385
