3.329127438610096412e+00,5.404998817992348492e+00,2.991814218346873222e+00,1.075058639562153751e+01,5.231536355090505630e+00,5.087031135082086486e+00,9.334661699731402251e+00,4.936095196121664586e+00,5.840253148427376750e+00,3.030012465241153752e+00
-2.523536833931881773e+00,-1.074552448904988911e+00,2.991814218346873222e+00,1.075058639562153751e+01,5.231536355090505630e+00,5.087031135082086486e+00,9.334661699731402251e+00,4.936095196121664586e+00,-5.627880306666407373e-01,-2.751941701025986120e+00
3.329127438610096412e+00,-1.074552448904988911e+00,9.698371741258165812e+00,1.075058639562153751e+01,1.139289655454282979e+01,5.087031135082086486e+00,9.334661699731402251e+00,4.936095196121664586e+00,5.840253148427376750e+00,3.030012465241153752e+00
-2.523536833931881773e+00,-1.074552448904988911e+00,9.698371741258165812e+00,1.075058639562153751e+01,5.231536355090505630e+00,5.087031135082086486e+00,9.334661699731402251e+00,4.936095196121664586e+00,-5.627880306666407373e-01,-2.751941701025986120e+00
3.329127438610096412e+00,5.404998817992348492e+00,9.698371741258165812e+00,1.075058639562153751e+01,5.231536355090505630e+00,5.087031135082086486e+00,9.334661699731402251e+00,4.936095196121664586e+00,5.840253148427376750e+00,-2.751941701025986120e+00
-2.523536833931881773e+00,-1.074552448904988911e+00,9.698371741258165812e+00,1.075058639562153751e+01,5.231536355090505630e+00,5.087031135082086486e+00,9.334661699731402251e+00,4.936095196121664586e+00,-5.627880306666407373e-01,-2.751941701025986120e+00
-2.523536833931881773e+00,-1.074552448904988911e+00,2.991814218346873222e+00,1.075058639562153751e+01,5.231536355090505630e+00,5.087031135082086486e+00,9.334661699731402251e+00,4.936095196121664586e+00,-5.627880306666407373e-01,-2.751941701025986120e+00
-8.376201106473859070e+00,-7.554103715802326313e+00,-3.714743304564418480e+00,-2.345582486317476789e+00,-9.298238443618171978e-01,-7.232164746261378951e+00,-3.725201420774530092e+00,-1.707800793300988884e+00,-6.965829209760658003e+00,-8.533895867293125548e+00
-8.376201106473859070e+00,-1.403365498269966416e+01,-2.383441587329829403e+01,-2.853792025019550493e+01,-3.173662484162343489e+01,-3.187055650894830805e+01,-2.984492766178639656e+01,-2.163948876156894841e+01,-1.977191156794869542e+01,-8.533895867293125548e+00
-1.422886537901583814e+01,-2.051320624959700112e+01,-3.054097339620958351e+01,-4.163408913213451967e+01,-4.405934524052808143e+01,-3.803015444962004921e+01,-3.637485922203936184e+01,-3.492728074041425401e+01,-2.617495274704270969e+01,-2.009780419982740440e+01
