EyeBlink_L,EyeBlink_R,EyeSquint_L,EyeSquint_R,EyeDown_L,EyeDown_R,EyeIn_L,EyeIn_R,EyeOpen_L,EyeOpen_R,EyeOut_L,EyeOut_R,EyeUp_L,EyeUp_R,BrowsD_L,BrowsD_R,BrowsU_C,BrowsU_L,BrowsU_R,JawFwd,JawLeft,JawOpen,JawChew,JawRight,MouthLeft,MouthRight,MouthFrown_L,MouthFrown_R,MouthSmile_L,MouthSmile_R,MouthDimple_L,MouthDimple_R,LipsStretch_L,LipsStretch_R,LipsUpperClose,LipsLowerClose,LipsUpperUp,LipsLowerDown,LipsUpperOpen,LipsLowerOpen,LipsFunnel,LipsPucker,ChinLowerRaise,ChinUpperRaise,Sneer,Puff,CheekSquint_L,
0.000333724,0.0467708,0,0,0.672695,0.670994,0,0.535186,0.0224521,0,0.334409,0,0.000243479,0,0.319858,0.386872,0,0,0,3.65777e-05,0.0298741,0.0175561,0.274236,0,0.0634937,0,6.5749e-06,0.00240961,0.0235256,0,0.038359,0,5.50268e-06,0.152078,0.289774,0.121499,0.00188643,0.0624319,0.000399289,0.00102626,0.0112485,0.384322,0.00164919,0.000658107,0.277451,0.0101601,0.00354615,
0,0.0438336,0,0,0.669274,0.667754,0,0.53756,0.0296941,0,0.332938,0,0.000387716,0,0.276799,0.347066,0,0,0,0,0.0226936,0.0070215,0.303774,0.000120188,0.0661475,0,0,0.000108023,0.0388349,0,0.0409981,0,0,0.133982,0.261206,0.0965375,0.00504917,0.0423849,2.08432e-05,0.00285629,0.000530778,0.36524,0.00103115,0.00175899,0.297999,0.0102681,0.00536912,
0,0.0444125,0,0,0.670591,0.668989,0,0.541605,0.0321187,0,0.337368,0,0.000394972,0,0.273684,0.346103,0,0,0,0,0.0111916,0.0105244,0.306438,0.00254252,0.0603382,0,0,0,0.0395407,0,0.0391232,0,0,0.100405,0.22539,0.0770256,0.00188643,0.0257646,0,0.00200778,0,0.352231,0.00165238,0.000658107,0.286897,0.0081878,0.00546745,
0,0.0494713,0,0,0.674395,0.672577,0,0.543825,0.0293932,0,0.344384,0,0.000267942,0,0.307548,0.381109,0,0,0,0,0.00244205,0.0257984,0.287397,0.0111825,0.0542154,0,3.92164e-05,0,0.0261965,0,0.0295204,0,0,0.0612076,0.195616,0.0626023,9.88275e-05,0.0146548,0,0.00070248,0.000351249,0.35456,0.00239223,3.44852e-05,0.251272,0.00493921,0.00390825,
0.000247431,0.0564107,0,0,0.679965,0.677902,0,0.545504,0.0230345,0,0.35104,0,0.000118604,0,0.368954,0.442316,0,0,0,0,0.000114304,0.044849,0.253609,0.0204921,0.0542714,0,0.000906744,1.27091e-05,0.0107776,0,0.0172247,0,0,0.0282584,0.166757,0.0528541,0,0.00727579,0,0.000127915,0.00745129,0.371577,0.0021833,0,0.199413,0.00128981,0.0017201,
0.005162,0.0652104,0,0,0.685369,0.683121,0,0.547945,0.0127374,0,0.357249,0,3.45467e-05,0,0.443197,0.515634,0,0,0,0,0,0.0616493,0.21436,0.0225975,0.0572033,0,0.00525561,0.000258353,0.00217022,0,0.00709275,0,0,0.00866674,0.135028,0.0450327,0,0.00376117,1.27307e-05,5.70695e-06,0.0339134,0.401471,0.000825081,2.80527e-06,0.142486,0.000194562,0.000341415,
0.0217223,0.0778463,0,0,0.689087,0.68684,0,0.551213,0.0029886,0,0.362499,0,3.47915e-05,0,0.51541,0.587321,0,0,0,0,0,0.0732738,0.180778,0.016418,0.0570183,0,0.013402,0.000954947,0.000133588,0,0.00143641,0,0,0.00135667,0.107356,0.0357921,0,0.00182366,0.00024887,0,0.0656881,0.436139,0.00399986,5.35334e-05,0.0926489,0.000816252,1.55194e-05,
0.0385656,0.0917095,0,0,0.690832,0.6886,0,0.554914,0.000142591,0,0.366847,0,3.49297e-05,0,0.57518,0.644369,0,0,0,0,0,0.0845989,0.162981,0.00748175,0.0553221,0,0.0184092,0.00114264,2.12868e-06,0,7.25957e-05,0,0,5.70844e-05,0.091457,0.0248251,0,0.000416633,0.000762324,0,0.0818318,0.464742,0.0200116,0.000143057,0.0579142,0.00203096,0,
0.0500029,0.102808,0,0,0.691713,0.689466,0,0.558199,0,0,0.370854,0,2.52652e-05,0,0.622983,0.683478,0,0,0,0,0,0.103418,0.164511,0.00165526,0.0528103,0,0.0156878,0.000563857,0,0,4.14007e-07,0,0,0,0.0952623,0.0134916,0,1.97687e-05,0.000545167,0,0.0814503,0.488928,0.0488319,5.35334e-05,0.0342141,0.00163682,0,
0.0588124,0.110282,0,0,0.693805,0.691479,0,0.559913,0,0,0.374206,0,1.0805e-05,0,0.660706,0.704954,0,0,0,0,0,0.132077,0.181662,0.000202146,0.0496206,0,0.00794552,0.000109082,0,0,0,0,0,0,0.115377,0.00475067,0,0,0.000125824,0,0.0750812,0.513673,0.0830843,2.80527e-06,0.0178612,0.000423144,0,
0.067574,0.113313,0,0,0.697734,0.695264,0,0.560017,0,0,0.375599,0,1.98297e-06,0,0.686584,0.711235,0,0,0,0,0,0.161371,0.203207,0.000438298,0.0459382,0,0.00172779,4.88707e-06,0,0,0,0,0,0,0.138269,0.000810923,0,0,2.26544e-05,0,0.0694798,0.535772,0.111081,0,0.00719039,2.05711e-05,0,
0.0711158,0.109015,0,0,0.700953,0.698318,0,0.55892,0,0,0.375162,0,8.75242e-08,0,0.697105,0.706445,0,0,0,0,0,0.174189,0.213598,0.000839005,0.0430141,0,0.000115054,0,0,0,0,0,0,0,0.146598,3.51293e-05,0,0,0.000363088,0,0.0621667,0.543,0.121819,0,0.00204765,0,0,
0.0642866,0.0984922,0,0,0.701163,0.698412,0,0.556864,0,0,0.371905,0,0,0,0.692251,0.695645,0,0,0,0,1.43286e-06,0.162453,0.201989,0.000627474,0.0444478,0,0.000717255,0,0,0,0,0,0,0,0.130614,0,0,0,0.00173681,0,0.055584,0.526876,0.109947,0,0.00399849,0,0,
0.0532706,0.0909913,0,0,0.699737,0.697,0,0.553862,0,0,0.366855,0,0,0,0.67849,0.684358,0,0,0,0,3.92523e-05,0.135154,0.170786,0.000158859,0.0497311,0,0.00296822,0,0,0,0,0,0,0,0.101676,0,0,0,0.00346497,0,0.0577538,0.493413,0.0796575,0,0.0118026,0,0,
0.0467744,0.0921602,0,0,0.699137,0.696535,0,0.551216,0,0,0.362614,0,0,0,0.665053,0.676472,0,0,0,0,0.000321282,0.109593,0.130496,7.68885e-06,0.049804,0,0.00466222,0,0,0,0,0,0,0,0.0816894,0,0,0,0.00361474,0,0.0733787,0.455414,0.0439505,0,0.0209573,0,0,
0.047208,0.0996092,0,0,0.699758,0.697294,0,0.549964,0,0,0.361236,0,0,0,0.65786,0.67267,0,0,0,0,0.00108435,0.0958297,0.0917375,0,0.0385786,0,0.00368856,0,0,0,0,0,0,0,0.0817653,0,0,0,0.0019675,0,0.0970914,0.420913,0.0166017,0,0.0274523,0,0,
0.0498807,0.107311,0,0,0.699764,0.697373,0,0.550456,0,0,0.362655,0,0,0,0.656631,0.670949,0,0,0,0,0.002329,0.0924778,0.0614034,0,0.0242285,0,0.00135178,0,0,0,0,0,0,0,0.0961385,0,0,0,0.000434027,0,0.120492,0.394488,0.00327534,0,0.0301864,0,0,
0.0512696,0.108564,0,0,0.698953,0.696565,0,0.552428,0,0,0.365062,0,0,0,0.657928,0.669344,0,0,0,0,0.00460859,0.0915766,0.0433465,0,0.0188425,0,0.000621364,0,0,0,0,0,0,0,0.111235,0,0,0,2.03057e-05,0,0.13912,0.379578,0.000278084,0,0.0299163,0,0,
0.0550283,0.105145,0,0,0.699192,0.696784,0,0.55516,0,0,0.36717,0,0,0,0.658595,0.66739,0,0,0,0,0.00731229,0.088048,0.0377741,0,0.0265877,0,0.0026268,0,0,0,0,0,0,0,0.117605,4.1754e-06,0,0,0,0,0.151245,0.374957,0.000184167,0,0.0298518,0,0,
0.0608379,0.104496,0,0,0.700236,0.697861,0,0.555211,0,0,0.366698,0,1.56245e-07,0,0.656454,0.66556,0,0,0,0,0.00968273,0.081083,0.0447084,0,0.0434725,0,0.00737019,0,0,0,0,0,0,6.61097e-07,0.112997,9.21643e-05,0,0,0,0,0.155846,0.375809,7.88618e-05,0,0.0317658,0,0,
0.0665291,0.108125,0,0,0.701275,0.698978,0,0.552215,0,0,0.362959,0,3.25062e-06,0,0.651274,0.66429,0,0,0,0,0.0112517,0.0739085,0.0656814,0,0.0580199,0,0.0119633,0,0,0,0,0,0,1.26158e-05,0.102696,0.000481862,0,0,2.18664e-05,0,0.153677,0.378224,0.000325403,0,0.0360195,0,0,
0.0723641,0.116169,0,0,0.702395,0.700179,0,0.546467,0,0,0.357085,0,1.31006e-05,0,0.644457,0.663224,0,0,0,0,0.0137938,0.0723341,0.10263,0,0.0631078,0,0.0134718,1.83365e-07,0,0,0,0,0,3.37131e-05,0.0947445,0.00140828,0,0,0.000515541,4.55197e-06,0.149393,0.383343,0.00279083,0,0.042352,0,0,
0.0772528,0.123609,0,0,0.703379,0.701214,0,0.539391,0,0,0.350907,0,1.66978e-05,0,0.636441,0.660382,0,0,0,0,0.0223923,0.0801846,0.155579,0,0.062684,0,0.0116416,3.49918e-06,0,3.82494e-07,0,0,0,6.84791e-05,0.0964819,0.00417477,0,0,0.00316132,0.000239073,0.147038,0.393042,0.00982629,2.25122e-05,0.0506527,0,0,
0.0764837,0.120399,0,0,0.702602,0.700442,0,0.532939,0,0,0.344731,0,5.28898e-06,0,0.62343,0.651013,0,0,0,0,0.0374051,0.0916765,0.219119,0,0.0621474,0,0.00783822,9.35081e-06,0,7.2992e-06,0,0,0,0.00134139,0.113286,0.0132561,2.14909e-05,3.24277e-05,0.00881354,0.00348684,0.144121,0.404717,0.0178827,0.000458112,0.0645685,0,0,
0.0670497,0.104732,0,0,0.698276,0.696099,0,0.526832,0,0,0.338031,0,2.68967e-07,0,0.600961,0.632576,0,0,0,0,0.0557804,0.091626,0.282017,0,0.0588447,0,0.00365869,3.49918e-06,0.000141578,1.95056e-05,4.32833e-05,0,0,0.00871564,0.151475,0.0353949,0.000410119,0.00061884,0.0130952,0.0149506,0.12766,0.408321,0.022605,0.00169207,0.0879668,2.73022e-05,0,
0.0542241,0.0875265,0,0,0.692562,0.690385,0,0.522073,0,0,0.332342,0,0,0,0.570249,0.60917,0,0,0,0,0.072705,0.0670141,0.330248,0,0.0489077,0,0.000904371,1.83365e-07,0.00302284,7.2992e-06,0.000957794,0,0,0.0277811,0.210304,0.0718981,0.00113862,0.00178884,0.0100751,0.0281935,0.0803753,0.387697,0.0243148,0.00191043,0.117815,0.000608777,0,
0.0478039,0.0809572,0,0,0.689373,0.687156,0,0.520209,0,0,0.329748,0,0,0,0.539991,0.589354,0,0,0,0,0.0832565,0.0279258,0.35285,0,0.0338561,0,8.88111e-05,0,0.0136627,3.82494e-07,0.00482928,0,0,0.0543441,0.251967,0.109394,0.00122258,0.00334601,0.00268145,0.0334554,0.0177154,0.332996,0.0219989,0.00108516,0.139875,0.00323119,0,
0.0495568,0.0869034,0,0,0.690411,0.688139,0,0.521022,0,0,0.33121,0,7.15005e-08,0,0.519057,0.579378,0,0,0,0,0.0870472,0.00939177,0.34941,0,0.0224045,0,2.80354e-06,0,0.0242001,0,0.00954872,0,0,0.0765786,0.238654,0.12946,0.00219318,0.0100486,0.00013156,0.0359229,0.00084636,0.268161,0.0107778,0.00141485,0.142791,0.00835844,0,
0.0524438,0.0958796,0,0,0.695014,0.692758,0,0.522429,0,0,0.332451,0,1.74701e-06,0,0.507696,0.577068,0,0,0,0,0.0855242,0.00436126,0.329991,0,0.0165434,0,0,0,0.0208095,0,0.00824272,0,0,0.09234,0.208058,0.130508,0.00081243,0.01356,0,0.0344239,0,0.22566,0.00215914,0.000518724,0.1343,0.015016,0,
0.0527001,0.100128,0,0,0.698328,0.696197,0,0.52235,0,0,0.330996,0,1.09465e-05,0,0.502598,0.577534,0,0,0,0,0.0814049,0.0028584,0.303718,0,0.0177126,0,0,0,0.00886529,0,0.00323952,0,0,0.103336,0.185665,0.121191,4.25711e-05,0.0142909,0,0.0287169,0,0.206541,0.000200589,2.71818e-05,0.125864,0.0229581,0,
0.0512786,0.0964496,0,0,0.698764,0.696726,0,0.52053,0,0,0.328548,0,2.11045e-05,0,0.501268,0.577394,0,0,0,0,0.0775185,0.00186765,0.275643,0,0.0219519,0,0,0,0.00163777,0,0.00053677,0,0,0.11133,0.170319,0.109862,0,0.0169321,0,0.0202151,0,0.197229,0.000277733,0,0.12248,0.0347484,0,
0.0506404,0.0893514,0,0,0.699839,0.697736,0,0.518595,0,0,0.327287,0,9.4547e-06,0,0.502084,0.576295,0,0,0,0,0.0753673,0.00147065,0.255053,0,0.0219351,0,0,0,9.17066e-05,0,2.87689e-05,0,0,0.116515,0.164166,0.101845,0,0.0213327,0,0.0134257,0,0.19209,0.000131834,0,0.122674,0.0483372,0,
