 X51, Y51, X52, Y52, X53, Y53, X54, Y54, X62, Y62, X63, Y63, X64, Y64
123,165,131,163,140,163,147,165,123,168,131,167,144,166
123,165,131,163,140,163,148,165,123,168,132,167,145,166
123,165,131,163,140,163,148,165,123,168,131,167,145,166
123,165,131,163,139,163,147,165,123,167,131,166,144,166
123,165,131,163,141,163,149,165,123,168,131,167,145,166
123,164,131,163,140,163,149,165,123,168,131,167,145,166
124,165,132,163,141,163,148,165,124,168,132,167,145,166
123,165,130,163,140,163,148,164,123,167,130,167,145,166
123,165,131,163,140,163,147,165,123,168,131,167,144,166
122,165,130,163,139,163,147,165,122,168,130,167,144,166
123,165,130,163,140,163,148,164,123,168,131,167,145,165
123,165,131,163,140,163,148,165,123,168,131,167,145,166
123,165,131,163,140,163,148,164,123,167,131,166,145,166
122,164,131,163,140,163,148,165,122,167,131,166,145,166
123,165,131,163,140,163,148,165,123,167,131,167,145,166
123,164,130,163,140,163,148,165,123,167,131,166,145,166
123,165,131,163,140,163,148,165,123,167,131,167,145,166
122,164,130,163,139,163,148,165,122,167,130,166,145,166
122,165,130,163,140,163,148,165,122,168,130,167,145,166
123,165,131,163,140,162,148,164,123,167,131,166,145,165
122,165,130,163,139,163,147,165,122,167,130,167,144,166
122,165,130,163,139,163,148,165,122,167,130,167,144,166
123,164,131,163,140,162,148,164,123,167,131,166,145,165
122,165,130,163,139,163,148,165,122,168,130,167,145,166
122,165,130,163,139,163,147,165,122,168,130,167,144,166
122,165,130,164,139,163,147,165,122,168,130,167,144,166
123,165,130,164,140,163,148,165,123,168,130,167,145,166
123,165,131,163,140,163,148,165,123,168,131,167,145,166
122,165,130,163,140,163,147,165,122,168,131,167,144,166
123,165,130,164,140,163,148,165,123,168,131,167,145,166
123,165,130,163,140,163,148,165,123,168,130,167,145,166
122,165,130,163,140,163,148,165,122,168,130,167,145,166
123,165,131,163,140,163,148,165,123,168,131,167,145,166
123,164,131,163,140,163,148,165,123,168,131,167,145,166
123,165,131,163,140,163,148,165,123,168,131,167,144,166
123,165,131,164,140,163,148,165,123,168,131,167,144,167
123,165,131,164,140,163,148,165,123,168,131,167,144,166
123,165,130,163,140,163,148,165,123,168,131,167,145,166
122,165,130,163,139,163,147,165,122,168,130,167,144,166
123,165,131,164,140,163,148,165,123,168,131,167,144,167
122,165,130,164,139,163,147,165,122,168,130,167,144,166
123,165,130,163,140,163,148,165,123,168,131,167,145,166
122,165,130,164,139,163,147,165,122,168,130,167,145,166
123,165,131,163,140,163,148,165,123,168,131,167,145,166
123,165,131,163,140,163,148,165,123,168,131,167,145,166
123,165,130,164,140,164,148,165,123,168,131,167,145,166
123,165,131,164,140,163,148,165,123,168,131,167,145,166
124,165,131,164,140,163,148,165,123,168,131,167,145,166
123,166,131,164,140,164,147,166,123,168,131,168,144,167
123,166,130,165,139,165,147,167,123,169,130,168,144,168
123,167,130,166,138,166,146,167,123,169,130,168,143,168
123,168,130,166,138,167,146,169,123,171,130,170,143,170
123,169,130,167,138,168,145,170,123,172,130,171,142,171
123,169,129,168,137,169,145,171,123,173,129,172,142,172
124,170,130,169,138,170,145,172,124,175,131,174,142,172
124,170,130,169,137,170,144,172,124,174,130,174,141,173
124,171,130,169,138,170,145,173,124,175,130,174,142,173
124,171,129,170,137,171,145,173,124,175,130,174,142,173
124,171,130,170,138,171,145,173,124,176,130,175,142,174
124,171,130,170,138,171,145,173,124,176,130,175,142,173
124,171,130,169,138,171,145,173,124,176,130,175,142,174
124,171,130,170,138,171,145,173,124,176,131,175,142,174
123,172,129,170,137,171,144,174,123,176,129,175,141,174
124,172,130,170,138,171,145,173,124,176,130,175,142,174
124,172,130,170,138,171,144,174,124,176,131,175,142,174
124,171,131,170,138,171,145,173,124,176,131,175,142,174
124,171,130,169,138,171,145,174,124,176,131,175,142,174
125,171,130,169,138,171,145,174,125,176,131,175,142,174
124,171,131,169,138,170,145,174,125,175,131,174,142,174
124,171,130,169,138,170,146,174,124,175,130,174,143,174
125,171,131,169,138,170,145,173,125,175,131,174,143,174
125,170,131,169,138,170,146,174,125,175,131,174,143,174
125,170,131,169,138,170,146,174,125,175,131,174,143,174
124,170,130,169,138,170,145,174,124,175,131,174,142,174
124,170,130,168,138,170,145,173,124,174,131,174,142,173
124,170,130,168,138,170,145,172,124,174,131,173,142,173
124,170,131,168,138,169,145,172,124,174,131,173,142,172
123,170,130,168,137,169,145,172,123,174,130,173,142,172
123,170,130,168,137,169,144,172,124,174,130,173,141,172
123,169,129,168,137,169,145,172,123,173,130,173,142,172
123,169,129,168,137,169,144,172,123,173,130,172,141,172
124,169,130,168,138,169,145,172,124,173,130,172,142,172
124,169,130,167,138,169,145,171,124,173,131,172,142,172
123,169,130,168,138,169,145,171,123,173,130,172,141,172
123,169,130,167,138,168,145,171,123,173,130,172,142,171
124,169,130,168,138,168,146,171,124,173,131,172,142,172
123,168,130,167,139,167,146,170,123,171,131,170,143,171
123,167,131,165,139,166,147,169,123,170,131,169,143,170
122,166,130,165,139,165,147,168,122,169,130,169,144,169
123,165,131,163,140,164,147,168,123,169,131,168,144,168
123,166,131,164,140,164,147,167,123,168,131,168,144,168
123,165,130,164,140,164,147,167,123,168,131,167,144,168
122,165,130,163,139,164,147,166,122,169,130,167,144,167
122,165,130,163,139,164,148,166,123,169,130,168,144,167
123,165,131,164,141,164,149,166,123,168,131,167,145,167
122,165,130,163,140,164,148,166,122,168,130,167,145,167
123,165,131,163,141,164,148,166,123,168,131,167,145,167
123,165,131,163,141,163,148,166,123,168,131,167,145,167
123,165,131,163,140,163,147,167,123,168,131,167,145,167
123,164,131,163,141,163,148,166,123,168,131,167,145,167
