MouthSmile_L
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.02769E-005
0.00113153
0.020116
0.104924
0.258746
0.371402
0.445665
0.484441
0.499309
0.511117
0.517464
0.518965
0.518078
0.512375
0.505672
0.501023
0.494538
0.483338
0.471146
0.458121
0.446216
0.436148
0.425581
0.409836
0.367077
0.281627
0.121251
0.0217207
0.0010397
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000670121
0.0142127
0.0740423
0.190173
0.293115
0.347353
0.376135
0.379013
0.363471
0.344473
0.327342
0.305957
0.283087
0.260303
0.229493
0.209165
0.196215
0.170469
0.106372
0.0236533
0.00177253
3.99421E-005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000613232
0.0129763
0.0707431
0.236154
0.478507
0.67043
0.767806
0.819358
0.832075
0.817811
0.797023
0.78219
0.773612
0.765842
0.760842
0.757055
0.751117
0.744739
0.734485
0.692867
0.555478
0.372417
0.193023
0.0314732
0.00286907
0.000088487
0
0
0
0
0
0
0
0
0
0
0
6.17634E-005
0.00233953
0.0281209
0.148366
0.401398
0.601145
0.716518
0.782609
0.821834
0.834075
0.829616
0.825285
0.820638
0.80508
0.79308
0.786532
0.779579
0.767034
0.753396
0.743921
0.739276
0.737916
0.733485
0.723799
0.712492
0.701725
0.694267
0.68837
0.669293
0.601487
0.407444
0.238034
0.05898
0.0101135
0.000468101
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000769262
0.0158999
0.0841035
0.293452
0.534231
0.710008
0.797761
0.843165
0.872629
0.88304
0.874398
0.856248
0.840351
0.8309
0.819435
0.806558
0.798255
0.793029
0.788776
0.784307
0.779707
0.775941
0.770048
0.767373
0.767255
0.76077
0.744047
0.695828
0.504289
0.269689
0.0786236
0.014698
0.000705172
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000318974
0.00731021
0.047309
0.190069
0.413166
0.620007
0.762684
0.820568
0.851284
0.861766
0.854824
0.842723
0.825908
0.808338
0.799228
0.792988
0.7763
0.754975
0.732614
0.716175
0.705925
0.699826
0.690816
0.679615
0.670505
0.658454
0.650512
0.643367
0.632107
0.610131
0.551624
0.455256
0.347703
0.210529
0.0504157
0.00792077
0.000351954
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000786388
0.0164237
0.087009
0.250851
0.495845
0.726547
0.878819
0.967757
0.995535
0.999274
0.997446
0.993096
0.983065
0.969167
0.95783
0.945676
0.931548
0.916051
0.901111
0.884613
0.864185
0.847472
0.837088
0.826408
0.818489
0.81378
0.814914
0.809567
0.805598
0.797599
0.781953
0.736658
0.567017
0.328349
0.103203
0.0193508
0.000941192
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000334935
0.00759238
0.0487066
0.205917
0.463459
0.652336
0.768451
0.822997
0.844731
0.848682
0.843993
0.83531
0.827293
0.810999
0.790165
0.770238
0.752968
0.737266
0.730273
0.73323
0.732166
0.72542
0.716939
0.710078
0.703526
0.694155
0.680096
0.670499
0.665632
0.655049
0.642163
0.608622
0.492842
0.307535
0.191271
0.0622431
0.0111539
0.000516184
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000454815
0.00995376
0.0555383
0.167617
0.451646
0.664469
0.793909
0.85622
0.874951
0.864953
0.837943
0.808922
0.784698
0.767093
0.755758
0.746414
0.739248
0.73461
0.726893
0.714361
0.701832
0.696382
0.692277
0.681074
0.638097
0.490532
0.322958
0.169971
0.0252962
0.00117976
0
0
0
0
0
0
0
0
0
0
0
0
0
0
